country_name,year,pm25_concentration,latitude,longitude
Slovakia,2020,14.74074074074074,48.7829,20.9872
Slovakia,2021,16.424242424242426,48.7829,20.9872
Slovenia,2010,19.0,46.128609,15.113903
Slovenia,2013,15.75,46.128609,15.113903
Slovenia,2014,15.0,46.128609,15.113903
Slovenia,2015,17.666666666666668,46.128609,15.113903
Slovenia,2016,17.333333333333332,46.128609,15.113903
Slovenia,2017,16.333333333333332,46.128609,15.113903
Slovenia,2018,15.25,46.128609,15.113903
Slovenia,2019,12.5,46.128609,15.113903
Slovenia,2020,13.0,46.128609,15.113903
South Africa,2010,34.5,-26.1794444,28.1361111
South Africa,2011,45.333333333333336,-26.1794444,28.1361111
South Africa,2012,35.23076923076923,-26.1794444,28.1361111
South Africa,2013,25.285714285714285,-26.1794444,28.1361111
South Africa,2014,25.533333333333335,-26.1794444,28.1361111
South Africa,2015,19.375,-26.1794444,28.1361111
South Africa,2016,23.0,-26.1794444,28.1361111
South Africa,2017,15.8,-26.1794444,28.1361111
South Africa,2018,22.5,-26.1794444,28.1361111
South Africa,2019,21.0,-26.1794444,28.1361111
South Africa,2020,22.714285714285715,-26.1794444,28.1361111
South Africa,2021,22.333333333333332,-26.1794444,28.1361111
Spain,2010,9.850746268656716,43.0414,-5.0897
Spain,2011,12.666666666666666,43.0414,-5.0897
Spain,2012,12.714285714285714,43.0414,-5.0897
Spain,2013,8.465648854961833,43.0414,-5.0897
Spain,2014,9.060975609756097,43.0414,-5.0897
Spain,2015,9.787878787878787,43.0414,-5.0897
Spain,2016,8.63302752293578,43.0414,-5.0897
Spain,2017,9.490384615384615,43.0414,-5.0897
Spain,2018,9.0,43.0414,-5.0897
Spain,2019,8.779816513761467,43.0414,-5.0897
Spain,2020,8.623931623931623,43.0414,-5.0897
Spain,2021,8.745098039215685,43.0414,-5.0897
Sri Lanka,2017,31.0,6.911625,79.849345
Sri Lanka,2018,32.0,6.911625,79.849345
Sri Lanka,2019,24.0,6.911625,79.849345
Sweden,2010,7.2,55.6603,13.1009
Sweden,2013,5.538461538461538,55.6603,13.1009
Sweden,2014,7.333333333333333,55.6603,13.1009
Sweden,2015,6.0,55.6603,13.1009
Sweden,2016,5.625,55.6603,13.1009
Sweden,2017,4.695652173913044,55.6603,13.1009
Sweden,2018,6.2631578947368425,55.6603,13.1009
Sweden,2019,5.277777777777778,55.6603,13.1009
Sweden,2020,5.473684210526316,55.6603,13.1009
Sweden,2021,5.2,55.6603,13.1009
Switzerland,2011,14.666666666666666,46.3196078,6.93634082
Switzerland,2012,12.555555555555555,46.3196078,6.93634082
Switzerland,2013,13.555555555555555,46.3196078,6.93634082
Switzerland,2014,8.88888888888889,46.3196078,6.93634082
Switzerland,2015,11.363636363636363,46.3196078,6.93634082
Switzerland,2016,9.916666666666666,46.3196078,6.93634082
Switzerland,2017,11.478260869565217,46.3196078,6.93634082
Switzerland,2018,11.121212121212121,46.3196078,6.93634082
Switzerland,2019,9.351851851851851,46.3196078,6.93634082
Switzerland,2020,9.053571428571429,46.3196078,6.93634082
Switzerland,2021,9.10909090909091,46.3196078,6.93634082
Thailand,2015,28.0,14.022376,99.536195
Thailand,2019,24.6875,14.022376,99.536195
Thailand,2021,20.638297872340427,14.022376,99.536195
Trinidad and Tobago,2016,12.0,10.4160327,-61.4746778
Trinidad and Tobago,2017,15.0,10.4160327,-61.4746778
Trinidad and Tobago,2018,12.0,10.4160327,-61.4746778
Trinidad and Tobago,2019,11.666666666666666,10.4160327,-61.4746778
Türkiye,2015,25.227272727272727,40.755,30.6502
Türkiye,2016,20.59375,40.755,30.6502
Türkiye,2017,26.266666666666666,40.755,30.6502
Türkiye,2018,22.162790697674417,40.755,30.6502
Türkiye,2019,21.84722222222222,40.755,30.6502
Türkiye,2020,20.579545454545453,40.755,30.6502
Uganda,2013,104.0,0.300225,32.591553
Uganda,2017,54.0,0.300225,32.591553
Uganda,2018,59.0,0.300225,32.591553
Uganda,2019,60.0,0.300225,32.591553
Ukraine,2018,23.0,50.459256,30.633715
Ukraine,2019,23.0,50.459256,30.633715
United Arab Emirates,2017,33.0,25.4052,55.5136
United Arab Emirates,2018,51.5,25.4052,55.5136
United Arab Emirates,2019,45.5,25.4052,55.5136
United Arab Emirates,2021,32.833333333333336,25.4052,55.5136
United Kingdom of Great Britain and Northern Ireland,2010,12.456521739130435,50.7937,0.1813
United Kingdom of Great Britain and Northern Ireland,2013,12.072289156626505,50.7937,0.1813
United Kingdom of Great Britain and Northern Ireland,2014,11.358490566037736,50.7937,0.1813
United Kingdom of Great Britain and Northern Ireland,2015,9.75,50.7937,0.1813
United Kingdom of Great Britain and Northern Ireland,2016,9.849056603773585,50.7937,0.1813
United Kingdom of Great Britain and Northern Ireland,2017,9.425925925925926,50.7937,0.1813
United Kingdom of Great Britain and Northern Ireland,2018,9.719298245614034,50.7937,0.1813
United Kingdom of Great Britain and Northern Ireland,2019,9.535714285714286,50.7937,0.1813
United Kingdom of Great Britain and Northern Ireland,2020,7.907407407407407,50.7937,0.1813
United Republic of Tanzania,2011,23.0,-6.822096825,37.66115952
United States of America,2010,9.673992673992673,41.9955677,-83.94655938
United States of America,2011,9.563432835820896,41.9955677,-83.94655938
United States of America,2012,8.940140845070422,41.9955677,-83.94655938
United States of America,2013,8.704626334519572,41.9955677,-83.94655938
United States of America,2014,8.501766784452297,41.9955677,-83.94655938
United States of America,2015,8.202090592334494,41.9955677,-83.94655938
United States of America,2016,7.424561403508772,41.9955677,-83.94655938
United States of America,2017,7.822299651567945,41.9955677,-83.94655938
United States of America,2018,7.916376306620209,41.9955677,-83.94655938
United States of America,2019,7.370629370629371,41.9955677,-83.94655938
United States of America,2020,7.891696750902527,41.9955677,-83.94655938
United States of America,2021,8.360594795539033,41.9955677,-83.94655938
Uruguay,2014,8.0,-34.87515438,-56.17780275
Uruguay,2018,12.0,-34.87515438,-56.17780275
Uzbekistan,2018,43.0,41.3686,69.27125
Uzbekistan,2019,42.0,41.3686,69.27125
Venezuela (Bolivarian Republic of),2011,35.0,10.144444,-64.648889
Viet Nam,2016,44.666666666666664,10.03333,105.78333
Viet Nam,2017,40.5,10.03333,105.78333
Viet Nam,2018,33.5,10.03333,105.78333
Viet Nam,2019,39.5,10.03333,105.78333
Viet Nam,2020,23.6,10.03333,105.78333
